,OWNER_MEANING,SPGRP_NAME,REMCLASSCD_MEANING,SOURCECD_MEANING,PRODCD_MEANING,MCFVOL,RPA_STD_AMOUNT,RPA_STD_AMOUNT_UOM_MEANING,SAWREMVOL,GREEN_TONS
1110,Forest Industry,Elm,Roundwood product,Nongrowing-stock,Veneer logs,7.04E-05,0.000432075,Thousand board feet (MBF) - International 1/4-inch rule,,0.002712569
1111,Forest Industry,Elm,Roundwood product,Nongrowing-stock,Pulpwood,2.224576718,31.43914838,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,88.02961545
1112,Forest Industry,Elm,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,0.794983714,10.52958562,Thousand cubic feet (M cu. ft.),,29.48283973
1113,Forest Industry,Elm,Roundwood product,Nongrowing-stock,Miscellaneous,0.000449196,0.000449196,Thousand cubic feet (M cu. ft.),,0.01684485
1114,Forest Industry,Elm,Logging residues,Sawtimber growing stock,Not Used,2.05811877,2.05811877,Thousand cubic feet (M cu. ft.),58.3552674,77.17945387
1115,Forest Industry,Elm,Logging residues,Poletimber growing stock,Not Used,2.859895367,2.859895367,Thousand cubic feet (M cu. ft.),58.3552674,107.2460763
1116,Forest Industry,Elm,Logging residues,Nongrowing-stock,Not Used,8.320646812,8.320646812,Thousand cubic feet (M cu. ft.),58.3552674,312.0242554
1117,Forest Industry,Elm,Other removals,Sawtimber growing stock,Not Used,10.98627001,10.98627001,Thousand cubic feet (M cu. ft.),70.66817809,411.9851254
1118,Forest Industry,Elm,Other removals,Poletimber growing stock,Not Used,15.26616596,15.26616596,Thousand cubic feet (M cu. ft.),70.66817809,572.4812235
1119,Forest Industry,Elm,Other removals,Nongrowing-stock,Not Used,44.41574212,44.41574212,Thousand cubic feet (M cu. ft.),70.66817809,1665.59033
1120,Forest Industry,Hickory,Roundwood product,Sawtimber growing stock,Saw logs,11.6830198,69.21074329,Thousand board feet (MBF) - International 1/4-inch rule,,434.5050464
1121,Forest Industry,Hickory,Roundwood product,Sawtimber growing stock,Veneer logs,0.016796525,0.103046168,Thousand board feet (MBF) - International 1/4-inch rule,,0.646923845
1122,Forest Industry,Hickory,Roundwood product,Sawtimber growing stock,Pulpwood,20.85262439,295.0282834,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,826.0791935
1123,Forest Industry,Hickory,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,8.52506326,112.9147452,Thousand cubic feet (M cu. ft.),,316.1612865
1124,Forest Industry,Hickory,Roundwood product,Sawtimber growing stock,Miscellaneous,0.018816777,0.018816777,Thousand cubic feet (M cu. ft.),,0.705629149
1125,Forest Industry,Hickory,Roundwood product,Poletimber growing stock,Saw logs,0.377533041,2.23652299,Thousand board feet (MBF) - International 1/4-inch rule,,14.04089133
1126,Forest Industry,Hickory,Roundwood product,Poletimber growing stock,Veneer logs,0.12215088,0.749391901,Thousand board feet (MBF) - International 1/4-inch rule,,4.704682354
1127,Forest Industry,Hickory,Roundwood product,Poletimber growing stock,Pulpwood,22.75252052,321.9085015,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,901.3438041
1128,Forest Industry,Hickory,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,0.839032862,11.11301805,Thousand cubic feet (M cu. ft.),,31.11645053
1129,Forest Industry,Hickory,Roundwood product,Poletimber growing stock,Miscellaneous,0.002836107,0.002836107,Thousand cubic feet (M cu. ft.),,0.106354025
1130,Forest Industry,Hickory,Roundwood product,Nongrowing-stock,Saw logs,0.143519532,0.850216267,Thousand board feet (MBF) - International 1/4-inch rule,,5.337657723
1131,Forest Industry,Hickory,Roundwood product,Nongrowing-stock,Veneer logs,6.56E-05,0.000402278,Thousand board feet (MBF) - International 1/4-inch rule,,0.002525501
1132,Forest Industry,Hickory,Roundwood product,Nongrowing-stock,Pulpwood,2.627978169,37.18130981,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,104.1076675
1133,Forest Industry,Hickory,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,0.936203583,12.40004745,Thousand cubic feet (M cu. ft.),,34.72013286
1134,Forest Industry,Hickory,Roundwood product,Nongrowing-stock,Miscellaneous,0.00046606,0.00046606,Thousand cubic feet (M cu. ft.),,0.017477249
1135,Forest Industry,Hickory,Logging residues,Sawtimber growing stock,Not Used,14.07928002,14.07928002,Thousand cubic feet (M cu. ft.),399.199581,527.9730009
1136,Forest Industry,Hickory,Logging residues,Poletimber growing stock,Not Used,19.56411277,19.56411277,Thousand cubic feet (M cu. ft.),399.199581,733.654229
1137,Forest Industry,Hickory,Logging residues,Nongrowing-stock,Not Used,56.92028961,56.92028961,Thousand cubic feet (M cu. ft.),399.199581,2134.510861
1138,Forest Industry,Hickory,Other removals,Sawtimber growing stock,Not Used,25.27506354,25.27506354,Thousand cubic feet (M cu. ft.),162.579537,947.8148827
1139,Forest Industry,Hickory,Other removals,Poletimber growing stock,Not Used,35.12141193,35.12141193,Thousand cubic feet (M cu. ft.),162.579537,1317.052947
1140,Forest Industry,Hickory,Other removals,Nongrowing-stock,Not Used,102.1830615,102.1830615,Thousand cubic feet (M cu. ft.),162.579537,3831.864806
1141,Forest Industry,Soft maple,Roundwood product,Sawtimber growing stock,Saw logs,37.03912934,220.356561,Thousand board feet (MBF) - International 1/4-inch rule,,1383.39849
1142,Forest Industry,Soft maple,Roundwood product,Sawtimber growing stock,Veneer logs,0.107560057,0.659877649,Thousand board feet (MBF) - International 1/4-inch rule,,4.14271188
1143,Forest Industry,Soft maple,Roundwood product,Sawtimber growing stock,Pulpwood,67.87960302,956.5649653,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,2678.381903
1144,Forest Industry,Soft maple,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,28.06451363,371.7154123,Thousand cubic feet (M cu. ft.),,1040.803155
1145,Forest Industry,Soft maple,Roundwood product,Sawtimber growing stock,Miscellaneous,0.09179416,0.09179416,Thousand cubic feet (M cu. ft.),,3.442280982
1146,Forest Industry,Soft maple,Roundwood product,Poletimber growing stock,Saw logs,1.196907595,7.120751651,Thousand board feet (MBF) - International 1/4-inch rule,,44.70407887
1147,Forest Industry,Soft maple,Roundwood product,Poletimber growing stock,Veneer logs,0.782218657,4.798887465,Thousand board feet (MBF) - International 1/4-inch rule,,30.12741551
1148,Forest Industry,Soft maple,Roundwood product,Poletimber growing stock,Pulpwood,74.06415765,1043.718219,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,2922.411014
1149,Forest Industry,Soft maple,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,2.762096713,36.58406242,Thousand cubic feet (M cu. ft.),,102.4353748
1150,Forest Industry,Soft maple,Roundwood product,Poletimber growing stock,Miscellaneous,0.013835424,0.013835424,Thousand cubic feet (M cu. ft.),,0.518828394
1151,Forest Industry,Soft maple,Roundwood product,Nongrowing-stock,Saw logs,0.45500552,2.706960274,Thousand board feet (MBF) - International 1/4-inch rule,,16.9942966
1152,Forest Industry,Soft maple,Roundwood product,Nongrowing-stock,Veneer logs,0.0004199,0.002576071,Thousand board feet (MBF) - International 1/4-inch rule,,0.016172573
1153,Forest Industry,Soft maple,Roundwood product,Nongrowing-stock,Pulpwood,8.554612192,120.5523007,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,337.5464419
1154,Forest Industry,Soft maple,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,3.081982785,40.82096403,Thousand cubic feet (M cu. ft.),,114.2986993
1155,Forest Industry,Soft maple,Roundwood product,Nongrowing-stock,Miscellaneous,0.002273587,0.002273587,Thousand cubic feet (M cu. ft.),,0.085259517
1156,Forest Industry,Soft maple,Logging residues,Sawtimber growing stock,Not Used,35.42806789,35.42806789,Thousand cubic feet (M cu. ft.),1004.516555,1328.552546
1157,Forest Industry,Soft maple,Logging residues,Poletimber growing stock,Not Used,49.22969885,49.22969885,Thousand cubic feet (M cu. ft.),1004.516555,1846.113707
1158,Forest Industry,Soft maple,Logging residues,Nongrowing-stock,Not Used,143.2300431,143.2300431,Thousand cubic feet (M cu. ft.),1004.516555,5371.126617
1159,Forest Industry,Soft maple,Other removals,Sawtimber growing stock,Not Used,6.875971479,6.875971479,Thousand cubic feet (M cu. ft.),44.22905832,257.8489305
1160,Forest Industry,Soft maple,Other removals,Poletimber growing stock,Not Used,9.55462788,9.55462788,Thousand cubic feet (M cu. ft.),44.22905832,358.2985455
1161,Forest Industry,Soft maple,Other removals,Nongrowing-stock,Not Used,27.79845896,27.79845896,Thousand cubic feet (M cu. ft.),44.22905832,1042.442211
1162,Forest Industry,Select red oaks,Roundwood product,Sawtimber growing stock,Saw logs,4.928914864,29.21922931,Thousand board feet (MBF) - International 1/4-inch rule,,183.4383216
1163,Forest Industry,Select red oaks,Roundwood product,Sawtimber growing stock,Veneer logs,0.00825438,0.050640367,Thousand board feet (MBF) - International 1/4-inch rule,,0.317920222
1164,Forest Industry,Select red oaks,Roundwood product,Sawtimber growing stock,Pulpwood,8.835517403,124.9251527,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,349.7904276
1165,Forest Industry,Select red oaks,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,3.618922533,47.93274878,Thousand cubic feet (M cu. ft.),,134.2116966
1166,Forest Industry,Select red oaks,Roundwood product,Sawtimber growing stock,Miscellaneous,0.008629826,0.008629826,Thousand cubic feet (M cu. ft.),,0.323618458
1167,Forest Industry,Select red oaks,Roundwood product,Poletimber growing stock,Saw logs,0.159276304,0.944210031,Thousand board feet (MBF) - International 1/4-inch rule,,5.927750576
1168,Forest Industry,Select red oaks,Roundwood product,Poletimber growing stock,Veneer logs,0.060029067,0.368276484,Thousand board feet (MBF) - International 1/4-inch rule,,2.312039769
1169,Forest Industry,Select red oaks,Roundwood product,Poletimber growing stock,Pulpwood,9.64052712,136.3071644,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,381.6600602
1170,Forest Industry,Select red oaks,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,0.356172716,4.717519411,Thousand cubic feet (M cu. ft.),,13.20905435
1171,Forest Industry,Select red oaks,Roundwood product,Poletimber growing stock,Miscellaneous,0.001300707,0.001300707,Thousand cubic feet (M cu. ft.),,0.048776508
1172,Forest Industry,Select red oaks,Roundwood product,Nongrowing-stock,Saw logs,0.060549033,0.35894231,Thousand board feet (MBF) - International 1/4-inch rule,,2.253439821
1173,Forest Industry,Select red oaks,Roundwood product,Nongrowing-stock,Veneer logs,3.22E-05,0.000197693,Thousand board feet (MBF) - International 1/4-inch rule,,0.001241117
1174,Forest Industry,Select red oaks,Roundwood product,Nongrowing-stock,Pulpwood,1.113507173,15.74384921,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,44.0827778
1175,Forest Industry,Select red oaks,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,0.397422064,5.263868403,Thousand cubic feet (M cu. ft.),,14.73883153
1176,Forest Industry,Select red oaks,Roundwood product,Nongrowing-stock,Miscellaneous,0.000213746,0.000213746,Thousand cubic feet (M cu. ft.),,0.008015486
1177,Forest Industry,Select red oaks,Logging residues,Sawtimber growing stock,Not Used,0.541238029,0.541238029,Thousand cubic feet (M cu. ft.),15.34609681,20.29642607
1178,Forest Industry,Select red oaks,Logging residues,Poletimber growing stock,Not Used,0.752086883,0.752086883,Thousand cubic feet (M cu. ft.),15.34609681,28.20325812
1179,Forest Industry,Select red oaks,Logging residues,Nongrowing-stock,Not Used,2.188139258,2.188139258,Thousand cubic feet (M cu. ft.),15.34609681,82.05522216
1180,Forest Industry,Other red oaks,Roundwood product,Sawtimber growing stock,Saw logs,114.6438696,680.5711784,Thousand board feet (MBF) - International 1/4-inch rule,,4272.625858
1181,Forest Industry,Other red oaks,Roundwood product,Sawtimber growing stock,Veneer logs,0.247044384,1.515609715,Thousand board feet (MBF) - International 1/4-inch rule,,9.514997791
1182,Forest Industry,Other red oaks,Roundwood product,Sawtimber growing stock,Pulpwood,207.3032337,2927.206502,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,8196.178205
1183,Forest Industry,Other red oaks,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,85.22552143,1128.814853,Thousand cubic feet (M cu. ft.),,3160.68159
1184,Forest Industry,Other red oaks,Roundwood product,Sawtimber growing stock,Miscellaneous,0.233303102,0.233303102,Thousand cubic feet (M cu. ft.),,8.748866324
1185,Forest Industry,Other red oaks,Roundwood product,Poletimber growing stock,Saw logs,3.704679907,21.99243953,Thousand board feet (MBF) - International 1/4-inch rule,,138.0685354
1186,Forest Industry,Other red oaks,Roundwood product,Poletimber growing stock,Veneer logs,1.796603049,11.02210459,Thousand board feet (MBF) - International 1/4-inch rule,,69.19677263
1187,Forest Industry,Other red oaks,Roundwood product,Poletimber growing stock,Pulpwood,226.1907656,3193.906183,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,8942.937313
1188,Forest Industry,Other red oaks,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,8.387857194,111.0974463,Thousand cubic feet (M cu. ft.),,311.0728496
1189,Forest Industry,Other red oaks,Roundwood product,Poletimber growing stock,Miscellaneous,0.035163972,0.035163972,Thousand cubic feet (M cu. ft.),,1.318648968
1190,Forest Industry,Other red oaks,Roundwood product,Nongrowing-stock,Saw logs,1.408337466,8.360446068,Thousand board feet (MBF) - International 1/4-inch rule,,52.48688041
1191,Forest Industry,Other red oaks,Roundwood product,Nongrowing-stock,Veneer logs,0.000964427,0.00591673,Thousand board feet (MBF) - International 1/4-inch rule,,0.037145234
1192,Forest Industry,Other red oaks,Roundwood product,Nongrowing-stock,Pulpwood,26.12565029,368.9048744,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,1032.933648
1193,Forest Industry,Other red oaks,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,9.359278173,123.9639493,Thousand cubic feet (M cu. ft.),,347.0990581
1194,Forest Industry,Other red oaks,Roundwood product,Nongrowing-stock,Miscellaneous,0.005778526,0.005778526,Thousand cubic feet (M cu. ft.),,0.216694721
1195,Forest Industry,Other red oaks,Logging residues,Sawtimber growing stock,Not Used,87.72905877,87.72905877,Thousand cubic feet (M cu. ft.),2487.442784,3289.839704
1196,Forest Industry,Other red oaks,Logging residues,Poletimber growing stock,Not Used,121.9054665,121.9054665,Thousand cubic feet (M cu. ft.),2487.442784,4571.454994
1197,Forest Industry,Other red oaks,Logging residues,Nongrowing-stock,Not Used,354.67463,354.67463,Thousand cubic feet (M cu. ft.),2487.442784,13300.29862
1198,Forest Industry,Other red oaks,Other removals,Sawtimber growing stock,Not Used,109.0810956,109.0810956,Thousand cubic feet (M cu. ft.),701.6541815,4090.541086
1199,Forest Industry,Other red oaks,Other removals,Poletimber growing stock,Not Used,151.5755673,151.5755673,Thousand cubic feet (M cu. ft.),701.6541815,5684.083773
1200,Forest Industry,Other red oaks,Other removals,Nongrowing-stock,Not Used,440.9975186,440.9975186,Thousand cubic feet (M cu. ft.),701.6541815,16537.40695
1201,Forest Industry,Select white oaks,Roundwood product,Sawtimber growing stock,Saw logs,18.93666764,112.2686819,Thousand board feet (MBF) - International 1/4-inch rule,,704.8227847
1202,Forest Industry,Select white oaks,Roundwood product,Sawtimber growing stock,Veneer logs,0.032277873,0.198023758,Thousand board feet (MBF) - International 1/4-inch rule,,1.243193151
1203,Forest Industry,Select white oaks,Roundwood product,Sawtimber growing stock,Pulpwood,33.96406605,480.1775618,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,1344.497173
1204,Forest Industry,Select white oaks,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,13.91452501,184.2983446,Thousand cubic feet (M cu. ft.),,516.0353648
1205,Forest Industry,Select white oaks,Roundwood product,Sawtimber growing stock,Miscellaneous,0.033489701,0.033489701,Thousand cubic feet (M cu. ft.),,1.25586377
1206,Forest Industry,Select white oaks,Roundwood product,Poletimber growing stock,Saw logs,0.611932346,3.627926476,Thousand board feet (MBF) - International 1/4-inch rule,,22.77612241
1207,Forest Industry,Select white oaks,Roundwood product,Poletimber growing stock,Veneer logs,0.23473727,1.44010595,Thousand board feet (MBF) - International 1/4-inch rule,,9.040985157
1208,Forest Industry,Select white oaks,Roundwood product,Poletimber growing stock,Pulpwood,37.05855412,523.9268506,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,1466.995182
1209,Forest Industry,Select white oaks,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,1.369461246,18.13855955,Thousand cubic feet (M cu. ft.),,50.78796673
